SCHOOL,DISTRICT,TREATMENT,MATH_SCORE,READ_SCORE,PRIOR_MATH_SCORE,PRIOR_READ_SCORE,GENDER,SG_MATH_PROF,SG_READ_PROF
13,4,0,73.74112938,89.09234395,83.77240642,,1,2,
13,4,0,75.63582877,94.13710797,84.89129039,100.2812987,1,2,3
13,4,0,64.39099972,,81.03600301,92.80503852,0,2,3
13,4,0,61.25325861,89.09234395,84.09221433,102.7733855,1,2,3
13,4,0,65.32581075,,92.3944335,102.7733855,0,3,3
13,4,0,86.68122799,100.9707597,75.7104407,95.29712526,0,2,3
13,4,0,64.32952367,69.96647499,71.11375269,62.89999763,1,2,2
13,4,0,61.89437114,79.81852347,83.4198345,72.86834459,1,2,2
13,4,0,44.7791249,66.38793697,,62.89999763,0,,2
13,4,0,,68.76124501,69.01736412,72.86834459,0,2,2
13,4,0,,60.09426558,,57.91582415,1,,1
13,4,0,66.88320584,78.50218354,64.24369671,82.83669156,1,1,2
14,4,0,78.89616741,84.55505907,70.55879605,77.85251807,0,2,2
14,4,0,56.56116582,86.66835496,76.62523131,85.3287783,1,2,3
14,4,0,85.10820305,94.28750211,84.66605269,92.80503852,1,2,3
14,4,0,85.81920993,96.2119497,86.09535415,97.789212,1,2,3
14,4,0,78.50452545,92.95045395,85.64487317,97.789212,0,2,3
14,4,0,,95.47415613,,,1,,
14,4,0,37.1857036,54.07120598,68.56567049,52.93165067,0,2,1
14,4,0,,83.30517894,81.61832991,82.83669156,1,2,2
14,4,0,66.04291858,73.32686795,,62.89999763,1,,2
14,4,0,27.08496104,46.37316098,,55.42373741,1,,1
14,4,0,59.74802673,74.51352197,57.58698987,70.37625785,0,1,2
14,4,0,72.38503507,79.62903484,46.27119969,52.93165067,0,1,1
14,4,0,60.94685157,84.34572787,72.91095458,75.36043133,0,2,2
14,4,0,43.08371206,60.00447608,68.60059103,55.42373741,0,2,1
14,4,0,68.18136176,74.40230492,60.24235345,62.89999763,0,1,2
14,4,0,80.47251195,89.09234395,84.20930925,90.31295178,0,2,3
14,4,0,40.36859407,55.86639314,53.75926918,47.94747719,1,1,1
14,4,0,69.75824232,86.71903591,,85.3287783,0,,3
14,4,0,72.5353054,86.865141,,72.86834459,1,,2
14,4,0,69.85319275,82.0621456,83.29582562,90.31295178,0,2,3
14,4,0,51.76911522,64.2623353,82.71715496,80.34460482,1,2,2
14,4,0,50.75913081,52.53556148,69.29591101,57.91582415,0,2,1
14,4,0,73.24667239,85.67848698,,72.86834459,1,,2
14,4,0,46.1711164,59.06710865,51.30445618,60.40791089,1,1,2
14,4,0,68.10600097,84.34572787,83.4678809,82.83669156,0,2,2
14,4,0,67.77911928,94.13710797,87.81258136,100.2812987,1,2,3
14,4,0,27.00559657,,46.69191968,52.93165067,0,1,1
14,4,0,59.74600231,,59.13848679,57.91582415,0,1,1
14,4,0,,52.88455196,50.06999088,52.93165067,1,1,1
14,4,0,63.58682338,76.03321198,54.18232793,60.40791089,0,1,2
14,4,0,51.25998318,57.73252994,63.70684664,55.42373741,1,1,1
14,4,0,68.63684173,76.25856141,79.63643154,80.34460482,1,2,2
14,4,0,62.5685044,76.57882691,45.87380978,52.93165067,0,1,1
14,4,0,47.33715338,73.06360805,62.92441859,,0,1,
14,4,0,71.340814,84.37565092,89.50142183,87.82086504,0,3,3
14,4,0,18.98763723,43.99985294,52.51543064,47.94747719,0,1,1
14,4,0,45.53760865,53.67249326,68.5475291,55.42373741,0,2,1
14,4,0,61.78313633,74.88241876,64.46310982,55.42373741,1,1,1
14,4,0,63.66186406,77.4552959,63.94191537,,0,1,
14,4,0,69.84599003,,68.89313703,77.85251807,0,2,2
14,4,0,69.59787675,74.88241876,76.13597078,77.85251807,0,2,2
14,4,0,53.38086899,65.20128295,66.50539777,,1,2,
14,4,0,60.55655624,85.48170094,63.96793404,80.34460482,0,1,2
14,4,0,66.59618215,86.61927305,78.58624648,80.34460482,1,2,2
14,4,0,48.46741311,72.47324992,45.95890045,47.94747719,0,1,1
14,4,0,61.63079359,66.23589412,,55.42373741,1,,1
14,4,0,52.16170105,70.64446585,54.18079973,57.91582415,0,1,1
14,4,0,66.60871334,80.68600295,90.28845956,90.31295178,0,3,3
14,4,0,53.74226176,71.39233989,77.00710196,77.85251807,0,2,2
14,4,0,41.21808991,57.63116804,46.0518819,45.45539045,0,1,1
14,4,0,36.90671958,71.39233989,,,1,,
15,4,1,57.11615889,80.07064942,77.80661704,95.29712526,1,2,3
15,4,1,46.0804662,53.09147003,45.51991377,47.94747719,1,1,1
15,4,1,42.81383998,48.43012909,59.6067641,57.91582415,0,1,1
15,4,1,54.09937479,66.40934754,72.88716661,77.85251807,0,2,2
15,4,1,62.44419454,72.96080578,65.81975409,75.36043133,0,2,2
15,4,1,75.34765405,84.15313609,80.37782204,92.80503852,0,2,3
15,4,1,76.35035491,76.13876815,85.82870968,,1,2,
15,4,1,55.28623869,53.09147003,49.09771287,45.45539045,1,1,1
15,4,1,58.02980391,51.99009115,70.5457865,52.93165067,1,2,1
15,4,1,,75.54247226,80.75808382,,1,2,
15,4,1,42.64837054,51.90481601,49.6661724,52.93165067,0,1,1
15,4,1,35.11048116,47.06277579,59.17610189,55.42373741,1,1,1
15,4,1,57.69001618,67.20694384,,37.97913022,1,,1
15,4,1,42.60878033,53.97434146,61.39339876,57.91582415,0,1,1
15,4,1,22.92842482,46.75497285,,52.93165067,1,,1
15,4,1,50.57366178,,45.15512773,37.97913022,0,1,1
15,4,1,,72.87695403,81.55272692,95.29712526,0,2,3
15,4,1,58.76431535,87.74895896,98.95467972,87.82086504,1,3,3
15,4,1,52.6911574,72.2865959,64.96198313,55.42373741,1,1,1
15,4,1,81.02254208,87.61927305,,95.29712526,1,,3
15,4,1,82.6469228,88.90568993,85.59522551,,1,2,
15,4,1,60.98120458,91.22831702,93.98827768,100.2812987,1,3,3
15,4,1,64.62519048,70.50364599,53.33386322,42.96330371,1,1,1
15,4,1,70.11219553,80.68883756,75.99790701,70.37625785,1,2,2
15,4,1,65.61473996,85.37565092,95.33720065,90.31295178,0,3,3
15,4,1,78.78997114,97.71313981,85.62176696,95.29712526,1,2,3
15,4,1,87.32446545,82.87265697,75.32896419,70.37625785,0,2,2
15,4,1,34.010471,,63.66401966,47.94747719,1,1,1
15,4,1,70.05372791,90.041663,76.55931467,85.3287783,0,2,3
15,4,1,53.32378402,83.00234288,76.98266254,90.31295178,0,2,3
15,4,1,57.13231445,73.14021393,,72.86834459,0,,2
15,4,1,,54.97578184,45.17210872,42.96330371,0,1,1
15,4,1,63.36664915,63.65706225,50.57080187,52.93165067,1,1,1
15,4,1,,,61.59442109,70.37625785,1,1,2
15,4,1,51.48745149,72.5220258,95.80503117,90.31295178,0,3,3
15,4,1,,72.83111987,69.2563478,67.88417111,0,2,2
15,4,1,56.75660228,66.21985891,81.8589397,97.789212,1,2,3
15,4,1,61.68932604,72.96080578,73.36658641,,0,2,
15,4,1,,64.11424735,67.66914049,,0,2,
15,4,1,28.40807897,58.72095754,59.23768193,60.40791089,1,1,2
15,4,1,66.24914235,75.14890017,80.724132,82.83669156,1,2,2
15,4,1,74.37716602,84.1083929,88.1973016,75.36043133,1,3,2
15,4,1,59.47725845,59.81782206,56.99356976,65.39208437,1,1,2
15,4,1,59.1710533,69.31105422,,72.86834459,0,,2
15,4,1,45.68174303,65.40210168,70.46291328,65.39208437,0,2,2
15,4,1,69.68110523,82.32544299,71.93758624,,1,2,
15,4,1,59.35938666,77.13895597,70.75926497,75.36043133,0,2,2
15,4,1,57.61137324,,49.15432639,50.43956393,0,1,1
15,4,1,,76.58895894,69.77517132,62.89999763,0,2,2
15,4,1,67.25026087,74.06360805,58.37995055,65.39208437,0,1,2
15,4,1,58.45440717,64.27222795,55.88843495,52.93165067,1,1,1
15,4,1,64.51640566,79.55856286,51.0280337,52.93165067,0,1,1
15,4,1,67.85435532,77.32542217,84.01767645,85.3287783,1,2,3
15,4,1,74.35878507,83.18175104,52.52939784,55.42373741,0,1,1
15,4,1,48.98995253,60.21139415,72.24877213,70.37625785,0,2,2
15,4,1,51.66744327,61.66273146,60.4953052,60.40791089,1,1,2
15,4,1,42.98841655,,,,1,,
16,4,0,59.33050197,62.08557393,76.3484668,,1,2,
16,4,0,57.54232017,77.2557268,71.50095553,70.37625785,1,2,2
16,4,0,61.20941181,59.90905193,53.42126437,57.91582415,1,1,1
16,4,0,77.08544547,,77.01330097,80.34460482,0,2,2
16,4,0,69.73168801,76.17931707,75.22913362,70.37625785,1,2,2
16,4,0,71.69877809,81.32544299,72.38425463,72.86834459,0,2,2
16,4,0,65.32775097,84.55505907,87.30160903,,1,2,
16,4,0,75.06549153,,61.32304581,,1,1,
16,4,0,49.69260733,64.01462893,69.97151096,67.88417111,1,2,2
16,4,0,66.90482398,63.20536719,71.39898854,,1,2,
16,4,0,57.47480877,70.64446585,73.22273347,77.85251807,1,2,2
16,4,0,,,99.42112898,105.2654722,1,3,3
16,4,0,,67.42848589,77.15412195,67.88417111,1,2,2
16,4,0,67.38263389,70.33537178,59.7021206,,1,1,
16,4,0,63.99396701,,58.17309317,70.37625785,1,1,2
16,4,0,49.01856492,65.5887557,62.40914652,67.88417111,1,1,2
16,4,0,54.49797812,63.84371627,,65.39208437,0,,2
16,4,0,65.6680885,84.24596501,62.46953313,72.86834459,0,1,2
16,4,0,57.16561884,61.84938548,68.95046416,67.88417111,1,2,2
16,4,0,65.56083101,68.27224878,65.25842552,62.89999763,0,2,2
16,4,0,79.43077643,102.1452198,79.04681998,,1,2,
16,4,0,47.83945396,58.81782206,67.34281994,,1,2,
16,4,0,79.32333512,86.66835496,91.31322988,95.29712526,1,3,3
16,4,0,64.10207602,,83.38965168,,0,2,
16,4,0,64.78646943,76.77561296,,65.39208437,0,,2
16,4,0,75.5472657,87.06192705,,,1,,
16,4,0,57.15587676,62.02879364,56.46247587,,1,1,
16,4,0,67.07800965,87.9954157,84.09167784,90.31295178,0,2,3
16,4,0,,62.67593206,58.47857329,57.91582415,0,1,1
16,4,0,22.40151383,37.49091739,44.56843544,57.91582415,1,1,1
16,4,0,43.7628914,61.84938548,61.22676407,67.88417111,1,1,2
16,4,0,62.81087504,,80.20812829,77.85251807,0,2,2
16,4,0,49.59014792,58.0999348,54.86681428,47.94747719,0,1,1
16,4,0,68.68184929,84.24596501,79.38781513,92.80503852,1,2,3
16,4,0,42.64902113,58.0999348,47.35325049,55.42373741,1,1,1
16,4,0,,54.36935392,58.62475027,60.40791089,0,1,2
16,4,0,64.94036232,83.1889969,65.53906582,77.85251807,1,2,2
16,4,0,44.089559,48.61678311,54.62363817,50.43956393,0,1,1
16,4,0,42.99226033,59.90905193,70.7333107,57.91582415,1,2,1
16,4,0,72.5856483,76.92171805,90.63051435,87.82086504,0,3,3
16,4,0,62.9416662,69.45781183,71.97020014,62.89999763,1,2,2
16,4,0,51.46137507,68.40084372,73.79890178,70.37625785,1,2,2
16,4,0,82.8455678,86.865141,94.92767989,92.80503852,1,3,3
16,4,0,52.29521803,57.92931598,71.10345083,65.39208437,0,2,2
16,4,0,56.4741436,74.40230492,,,0,,
16,4,0,48.4229247,63.86852384,64.00232875,72.86834459,1,1,2
16,4,0,72.68192861,,90.39817943,,0,3,
16,4,0,42.92778636,62.28235997,61.82385477,72.86834459,1,1,2
16,4,0,,80.33557502,67.51485231,62.89999763,0,2,2
16,4,0,55.48207749,67.72663384,67.05467044,60.40791089,1,2,2
16,4,0,41.82387279,78.95213495,64.5881103,67.88417111,0,1,2
16,4,0,28.81671277,42.45395237,,,1,,
16,4,0,67.10399635,73.76564793,,,1,,
16,4,0,58.60190385,76.92171805,,,0,,
17,5,0,38.17957517,48.12828088,59.82946737,45.45539045,1,1,1
17,5,0,,88.11502113,73.77767062,75.36043133,1,2,2
17,5,0,31.05904301,42.19501079,57.49806079,55.42373741,0,1,1
17,5,0,42.02005934,50.98001068,44.33894504,,0,1,
17,5,0,59.36808867,70.24604697,67.58492779,60.40791089,0,2,2
17,5,0,36.24560124,63.57037589,61.04792627,45.45539045,1,1,1
17,5,0,25.65619676,,58.21837703,55.42373741,0,1,1
17,5,0,57.67767663,69.8965918,73.68812864,77.85251807,0,2,2
17,5,0,54.63347836,73.13737932,69.1081866,70.37625785,0,2,2
17,5,0,34.28822756,51.29918522,68.59747358,52.93165067,1,2,1
17,5,0,46.49648186,67.2257621,,75.36043133,1,,2
17,5,0,,56.44451402,52.86606208,45.45539045,0,1,1
17,5,0,57.54214002,79.148921,,75.36043133,0,,2
17,5,0,42.36059031,62.65706225,52.57473453,57.91582415,1,1,1
17,5,0,65.21515946,73.2156509,77.76790373,80.34460482,0,2,2
17,5,0,30.69560366,35.11760935,57.16920347,,1,1,
17,5,0,56.24629074,,78.01706077,75.36043133,1,2,2
17,5,0,55.15570228,62.02879364,65.73633843,55.42373741,1,2,1
17,5,0,48.75902127,53.54280735,63.27880451,62.89999763,0,1,2
17,5,0,55.30957111,63.66580004,67.10690571,67.88417111,1,2,2
17,5,0,56.85224493,68.01884403,62.9444049,67.88417111,1,1,2
17,5,0,67.7580035,,64.25325663,70.37625785,0,1,2
17,5,0,61.74232346,76.88683001,71.43107731,77.85251807,1,2,2
17,5,0,51.9757936,59.28658882,,50.43956393,1,,1
17,5,0,43.91674967,54.07120598,,60.40791089,0,,2
17,5,0,28.21946266,39.86422543,60.65107134,55.42373741,1,1,1
17,5,0,58.68613627,68.31699197,63.39100857,,1,1,
17,5,0,50.04622915,68.17088688,,67.88417111,0,,2
17,5,0,57.44653448,72.14021393,75.66618206,75.36043133,1,2,2
17,5,0,49.74591443,62.03887411,76.88598631,72.86834459,0,2,2
17,5,0,39.01085151,49.93312304,43.67875665,50.43956393,1,1,1
17,5,0,54.98755757,75.58895894,68.26671453,72.86834459,0,2,2
17,5,0,52.41766715,68.31699197,50.0751149,,1,1,
17,5,0,57.24643254,76.57882691,79.72559714,70.37625785,1,2,2
17,5,0,66.62019425,89.30167515,94.17004186,97.789212,0,3,3
17,5,0,54.54013481,65.5887557,67.22853302,65.39208437,1,2,2
17,5,0,41.10745269,70.64446585,82.75158784,75.36043133,0,2,2
17,5,0,36.93398223,69.45781183,62.44065607,70.37625785,0,1,2
17,5,0,,64.85245406,67.60302173,70.37625785,1,2,2
17,5,0,63.36185413,80.426881,79.61894964,70.37625785,0,2,2
17,5,0,57.62026774,73.13737932,54.17364811,55.42373741,0,1,1
17,5,0,48.26669015,66.09572678,70.3428478,80.34460482,1,2,2
17,5,0,53.24114999,71.39233989,76.31522171,70.37625785,1,2,2
17,5,0,70.50461389,82.31531097,59.10145719,70.37625785,0,1,2
17,5,0,51.49607941,60.84213962,67.24541032,70.37625785,0,2,2
17,5,0,41.72926986,61.48927804,57.76830082,50.43956393,0,1,1
17,5,0,35.92958698,64.71119575,56.01873498,57.91582415,0,1,1
17,5,0,53.77743259,,55.72527741,40.47121696,0,1,1
17,5,0,45.90270208,,45.69143736,55.42373741,1,1,1
17,5,0,,78.31269491,85.58895637,82.83669156,1,2,2
17,5,0,44.17031552,52.30643108,65.4998918,57.91582415,1,2,1
17,5,0,,69.45781183,72.27634559,57.91582415,0,2,1
17,5,0,66.67024349,80.13878897,68.66937512,67.88417111,0,2,2
17,5,0,45.66353784,53.27812405,70.76348581,75.36043133,1,2,2
17,5,0,65.61704869,77.0561577,68.30530593,77.85251807,1,2,2
17,5,0,54.01788515,58.37950678,44.18653895,45.45539045,0,1,1
17,5,0,62.17979825,76.03321198,77.17123318,87.82086504,1,2,3
17,5,0,51.72923352,60.66273146,46.24603909,45.45539045,0,1,1
17,5,0,53.01676875,64.22269352,65.86194479,50.43956393,0,2,1
17,5,0,61.76437435,69.50364599,72.17530245,57.91582415,1,2,1
17,5,0,49.96492134,,61.53021675,52.93165067,0,1,1
17,5,0,62.5647004,68.70993778,67.75336755,70.37625785,1,2,2
17,5,0,30.2595147,49.80343713,67.22716562,55.42373741,0,2,1
17,5,0,43.4647289,46.55256914,69.11909134,65.39208437,0,2,2
18,5,1,44.80369028,59.36763127,67.27645048,70.37625785,0,2,2
18,5,1,53.12824547,59.36763127,57.56078181,62.89999763,1,1,2
18,5,1,38.8581546,55.46477807,51.80816082,52.93165067,1,1,1
18,5,1,78.37446886,88.25871309,98.35432127,97.789212,0,3,3
18,5,1,32.66863851,45.12778303,72.75361697,77.85251807,1,2,2
18,5,1,,51.54411161,75.90418292,62.89999763,1,2,2
18,5,1,52.06387475,68.96206374,49.27897806,50.43956393,1,1,1
18,5,1,68.57915969,76.73506403,74.88379344,,0,2,
18,5,1,53.94722656,65.85245406,66.99309131,65.39208437,1,2,2
18,5,1,73.70830543,83.00234288,75.06554503,75.36043133,0,2,2
18,5,1,50.51622736,68.96206374,,75.36043133,1,,2
18,5,1,52.19156998,57.10560401,56.79241994,47.94747719,0,1,1
18,5,1,38.29091429,48.43012909,,,0,,
18,5,1,73.11492103,85.37565092,73.8127335,77.85251807,1,2,2
18,5,1,69.79285707,76.8298619,,67.88417111,1,,2
18,5,1,,74.01777389,73.17326154,77.85251807,0,2,2
18,5,1,70.18705666,78.8839954,80.21764833,75.36043133,1,2,2
18,5,1,67.04509155,73.62529277,59.16012779,,0,1,
18,5,1,56.13374581,66.20128295,,,1,,
18,5,1,57.03821821,,53.46884282,57.91582415,1,1,1
18,5,1,59.44439405,67.23589412,54.2912844,50.43956393,0,1,1
18,5,1,54.01023402,72.96080578,59.16881637,60.40791089,1,1,2
18,5,1,94.47004711,100.7719118,90.34576894,100.2812987,0,3,3
18,5,1,78.58040491,74.50786109,51.9370999,70.37625785,0,1,2
18,5,1,,34.42009136,,,0,,
18,5,1,67.48207943,75.10415697,,80.34460482,0,,2
18,5,1,72.16467219,72.39233989,47.45521694,55.42373741,1,1,1
18,5,1,61.3264436,73.26989984,69.36039726,62.89999763,1,2,2
18,5,1,86.38764398,96.52648579,92.41671961,,1,3,
18,5,1,59.20898369,59.03005161,63.74025014,65.39208437,1,1,2
18,5,1,,62.48927804,53.97538697,50.43956393,1,1,1
18,5,1,67.79137963,79.44238082,74.97151361,65.39208437,0,2,2
18,5,1,47.51846303,63.28235997,51.50142794,42.96330371,0,1,1
18,5,1,63.55427963,70.20549805,,,1,,
18,5,1,56.14991624,68.87273893,83.32392533,77.85251807,0,2,2
18,5,1,56.77060179,59.90761156,43.66080972,42.96330371,0,1,1
18,5,1,57.22702871,76.13876815,64.48969739,70.37625785,1,1,2
18,5,1,66.19884971,64.81372473,70.08332073,75.36043133,1,2,2
18,5,1,64.93556682,86.56230494,100.9513467,100.2812987,1,3,3
18,5,1,67.56838609,69.85953476,,62.89999763,0,,2
18,5,1,64.04973368,77.38615903,81.90275081,77.85251807,0,2,2
18,5,1,68.70455888,86.0821911,76.71622308,85.3287783,0,2,3
18,5,1,58.83163899,76.51068736,77.61226241,75.36043133,1,2,2
18,5,1,68.78374591,82.66833413,71.84937937,82.83669156,0,2,2
18,5,1,63.29584065,86.36273584,66.2631321,77.85251807,0,2,2
18,5,1,,63.47914602,67.59103402,65.39208437,1,2,2
18,5,1,53.89684351,55.36935392,,,1,,
18,5,1,72.75057879,86.17349708,,82.83669156,1,,2
18,5,1,67.36497708,76.39108193,65.58682466,70.37625785,1,2,2
18,5,1,68.51378047,82.22408109,86.04207377,85.3287783,1,2,3
18,5,1,57.17544372,75.99266305,66.80970234,62.89999763,0,2,2
18,5,1,,83.00234288,81.55564865,80.34460482,0,2,2
18,5,1,,77.88683001,87.61615806,82.83669156,0,2,2
18,5,1,68.12265305,84.30517894,65.14771884,60.40791089,0,2,2
19,6,1,62.8829598,70.45781183,66.09245704,72.86834459,1,2,2
19,6,1,,65.22269352,67.72751816,72.86834459,1,2,2
19,6,1,64.64602572,87.92836711,82.5372578,92.80503852,1,2,3
19,6,1,67.47334877,81.03742707,59.72615372,75.36043133,1,1,2
19,6,1,65.84021544,87.61927305,,87.82086504,0,,3
19,6,1,65.40942669,76.52076784,76.51648798,82.83669156,1,2,2
19,6,1,71.16905143,86.0821911,91.42492273,92.80503852,0,3,3
19,6,1,57.5879266,72.87695403,65.1292765,65.39208437,0,2,2
19,6,1,74.38909053,87.865141,85.29857775,80.34460482,1,2,2
19,6,1,67.57752922,75.99266305,80.06107556,95.29712526,1,2,3
19,6,1,55.50076042,73.57899391,67.2826138,75.36043133,1,2,2
19,6,1,70.4954801,90.23844904,84.49666206,95.29712526,0,2,3
19,6,1,57.08986411,62.58470219,52.0194999,65.39208437,0,1,2
19,6,1,81.79285362,79.63186945,,67.88417111,0,,2
19,6,1,52.8100569,60.28658882,68.63546203,52.93165067,1,2,1
19,6,1,80.28836223,80.148921,69.49503788,75.36043133,1,2,2
19,6,1,69.6336914,72.73084894,80.04353966,70.37625785,0,2,2
19,6,1,47.80085619,55.46477807,49.66120348,50.43956393,1,1,1
19,6,1,72.55536373,84.50196499,71.72175399,72.86834459,0,2,2
19,6,1,,60.28658882,54.1783174,55.42373741,0,1,1
19,6,1,50.50068484,74.13737932,78.95485261,72.86834459,1,2,2
19,6,1,57.87619821,73.14021393,70.05873618,85.3287783,1,2,3
19,6,1,56.54133562,69.70993778,70.10117851,52.93165067,1,2,1
19,6,1,49.71612394,60.21139415,49.48055519,55.42373741,0,1,1
19,6,1,62.97644003,85.43545364,92.66851346,92.80503852,1,3,3
19,6,1,55.22299909,78.32560999,66.45618804,67.88417111,1,2,2
19,6,1,70.87449376,81.13878897,,77.85251807,0,,2
19,6,1,58.12396561,60.90905193,50.74046141,60.40791089,1,1,2
19,6,1,79.60371346,86.74171309,80.68615306,,0,2,
19,6,1,57.80993618,62.1911301,64.83914708,60.40791089,1,1,2
19,6,1,65.76850281,78.96226698,73.34584295,85.3287783,1,2,3
19,6,1,50.3697477,58.73252994,65.92314849,62.89999763,1,2,2
19,6,1,51.06911926,73.16916422,81.9768905,,1,2,
19,6,1,62.72232578,86.62210766,80.67412985,87.82086504,1,2,3
19,6,1,68.27846839,79.10837207,,,0,,
19,6,1,41.57260339,60.28658882,62.30210075,67.88417111,0,1,2
19,6,1,39.82915551,50.3149349,45.08385765,50.43956393,1,1,1
19,6,1,55.42838845,60.11597,68.5405157,62.89999763,1,2,2
19,6,1,70.13667704,72.57880609,76.45947333,82.83669156,0,2,2
19,6,1,47.09486835,53.98591386,49.25074898,45.45539045,1,1,1
19,6,1,43.19315463,75.99266305,85.52362053,77.85251807,1,2,2
19,6,1,52.55621621,51.79052205,68.50826504,67.88417111,0,2,2
19,6,1,52.83066231,65.75109216,70.14831501,72.86834459,0,2,2
19,6,1,31.18535619,56.65143209,65.99960543,60.40791089,1,2,2
19,6,1,52.26804299,53.54564195,45.10130179,,0,1,
19,6,1,64.12218249,63.37778412,35.38510381,30.50287,1,1,1
19,6,1,64.5018382,70.05939295,65.73296633,67.88417111,0,2,2
19,6,1,54.26313355,57.10560401,52.00626893,65.39208437,0,1,2
19,6,1,54.43811756,72.95072531,71.22279566,65.39208437,1,2,2
19,6,1,74.91201721,91.22831702,82.86240603,97.789212,1,2,3
19,6,1,55.90864204,68.52328376,81.98745836,65.39208437,1,2,2
19,6,1,49.17648476,,82.07144642,,0,2,
19,6,1,68.19282291,75.10415697,70.40396214,72.86834459,0,2,2
19,6,1,60.73552591,76.29081099,90.13199452,85.3287783,0,3,3
19,6,1,48.1065474,67.23589412,55.54037337,65.39208437,0,1,2
19,6,1,55.80890902,70.94789903,83.48180675,80.34460482,0,2,2
19,6,1,49.84777095,59.02474013,41.13609261,45.45539045,0,1,1
19,6,1,53.1669044,71.64446585,66.46403377,,1,2,
19,6,1,52.85329469,76.51068736,72.16216711,80.34460482,1,2,2
19,6,1,66.80260563,84.36840506,67.8663777,,1,2,
19,6,1,64.22738513,60.06710865,60.17231499,57.91582415,0,1,1
20,6,0,74.6193362,91.76379993,90.99977631,97.789212,0,3,3
20,6,0,62.33423947,72.32120707,74.5942758,70.37625785,0,2,2
20,6,0,49.07310925,63.27222795,62.5075086,65.39208437,1,1,2
20,6,0,49.65850937,62.47914602,60.2600052,62.89999763,1,1,2
20,6,0,52.93918971,61.09570595,76.55193543,67.88417111,1,2,2
20,6,0,54.99327698,54.36935392,,57.91582415,1,,1
20,6,0,52.90028808,75.68026492,58.16866457,60.40791089,1,1,2
20,6,0,61.48935431,78.31269491,67.8067722,,1,2,
20,6,0,57.91454719,64.65566801,,62.89999763,1,,2
20,6,0,,65.21985891,80.64769915,67.88417111,0,2,2
20,6,0,58.03293388,74.69451511,,,0,,
20,6,0,85.07292852,80.81568886,83.15853742,77.85251807,1,2,2
20,6,0,60.91247507,78.07348403,,77.85251807,1,,2
20,6,0,47.20572668,60.84213962,54.73196235,55.42373741,1,1,1
20,6,0,,74.95230195,,85.3287783,1,,3
20,6,0,41.88071893,56.92336125,67.45504382,,0,2,
20,6,0,,64.03320489,67.97926588,,1,2,
20,6,0,40.34782749,56.91328078,64.04627588,67.88417111,0,1,2
20,6,0,57.5332841,,51.5442468,50.43956393,0,1,1
20,6,0,,62.67593206,74.84304298,77.85251807,1,2,2
20,6,0,51.05425575,74.32403334,73.2598554,75.36043133,0,2,2
20,6,0,,60.48332331,59.35201086,62.89999763,0,1,2
20,6,0,51.04606607,66.40651293,71.78279992,72.86834459,0,2,2
20,6,0,48.5732757,59.29666929,48.37549403,45.45539045,0,1,1
20,6,0,54.14748786,82.00234288,80.46537664,72.86834459,1,2,2
20,6,0,63.70673839,72.02899688,78.81021529,62.89999763,1,2,2
20,6,0,41.15013624,53.62101519,,57.91582415,1,,1
20,6,0,62.60921616,64.03320489,70.0371122,57.91582415,1,2,1
20,6,0,,48.74646902,,67.88417111,0,,2
21,6,1,53.55589003,71.24604697,65.97245659,62.89999763,0,2,2
21,6,1,,58.72095754,54.45118986,47.94747719,1,1,1
21,6,1,,83.0621456,85.06767432,80.34460482,1,2,2
21,6,1,53.29274905,64.57037589,78.4659248,57.91582415,0,2,1
21,6,1,61.87858415,69.27115781,83.98547677,72.86834459,0,2,2
21,6,1,62.38841747,60.71226589,43.02522842,45.45539045,0,1,1
21,6,1,71.65458151,78.219866,76.33767796,75.36043133,1,2,2
21,6,1,63.84357626,80.81852347,76.45926703,90.31295178,1,2,3
21,6,1,,73.61935501,74.92339026,77.85251807,1,2,2
21,6,1,73.38024686,75.10415697,,70.37625785,1,,2
21,6,1,63.25938009,80.07064942,66.63841837,70.37625785,0,2,2
21,6,1,63.37182719,77.62357011,,,1,,
21,6,1,47.47514389,64.21544766,,70.37625785,0,,2
21,6,1,75.90930827,92.41497104,92.23041623,97.789212,1,3,3
21,6,1,56.04320242,68.08450379,74.52916417,67.88417111,0,2,2
21,6,1,58.73789081,68.57459099,63.00040469,62.89999763,0,1,2
21,6,1,69.87812311,69.5603408,67.98899425,77.85251807,1,2,2
21,6,1,57.38968924,69.21563007,58.79609162,47.94747719,1,1,1
21,6,1,35.64586791,55.32049257,,,1,,
21,6,1,40.16272835,71.69030001,89.50135379,72.86834459,0,3,2
21,6,1,53.21590924,65.03320489,77.64500321,75.36043133,1,2,2
21,6,1,45.82618956,55.67973912,73.98131781,65.39208437,1,2,2
21,6,1,,66.64553599,63.84012275,60.40791089,0,1,2
21,6,1,,75.51352197,67.36534273,57.91582415,1,2,1
21,6,1,59.33412083,72.08324582,67.65908633,70.37625785,1,2,2
21,6,1,62.66686368,70.94789903,61.05239563,75.36043133,1,1,2
21,6,1,44.88996077,,50.2673258,50.43956393,0,1,1
21,6,1,61.25822221,84.15313609,86.76686846,90.31295178,1,2,3
21,6,1,51.25037704,,53.85775255,50.43956393,0,1,1
21,6,1,54.81305087,67.77540972,70.09702576,67.88417111,1,2,2
21,6,1,52.56017228,,38.28070499,45.45539045,1,1,1
21,6,1,,66.64553599,,62.89999763,0,,2
